query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.5,0.6666666666666666,0.6656792701745052,0.5362837970133242,3,3.309033155441284
1,1.0,0.0,0.8566513637928629,0.34508164461658125,3,3.427924156188965
2,1.0,0.0,0.8787766143981837,0.31672069476562964,3,3.301500082015991
3,1.0,0.0,0.9274211366353242,0.24404088223528517,3,2.9148671627044678
4,0.5,0.6666666666666666,0.5956614975770631,0.593779965119631,3,2.7474358081817627
5,1.0,0.0,0.7759187485164756,0.4345732901020079,3,3.205315351486206
6,1.0,0.0,0.7932882359215319,0.4167347456204635,3,3.18188214302063
7,-0.5,0.6666666666666666,-0.8817073874050534,0.3127887176477459,3,3.2368805408477783
8,1.0,0.0,0.9776208077162596,0.13493685953493442,3,2.9544506072998047
9,-1.0,0.0,-0.9419059804457119,0.21806505986468988,3,3.1522409915924072
10,-0.5,0.6666666666666666,-0.03478921962450099,0.9778480250036665,3,3.3474695682525635
11,-0.5,0.6666666666666666,-0.5296948603161554,0.6446128879136835,3,2.9061176776885986
12,0.5,0.6666666666666666,0.14788655664061112,0.9055058974602822,3,3.1550285816192627
13,1.0,0.0,0.9260689935262849,0.2463321546396497,3,3.758692741394043
14,0.5,0.6666666666666666,-0.021092279376956402,0.9865712420716422,3,3.5643069744110107
15,-0.5,0.6666666666666666,-0.07867161490346386,0.9498642865956805,3,3.4599602222442627
16,0.5,0.6666666666666666,0.6523565620538361,0.5475609656641668,3,3.780622720718384
17,0.5,0.6666666666666666,0.5557994662396768,0.6248244700177079,3,3.4110844135284424
18,0.5,0.6666666666666666,0.6865077712341316,0.5182855501939304,3,2.8106446266174316
19,0.5,0.6666666666666666,0.3728505409989629,0.7567608299459198,3,2.3890926837921143
