query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,1.0,0.0,0.9756592855164645,0.14074943473354726,3,3.39800763130188
1,0.5,0.6666666666666666,0.8883875645838697,0.3036519652446503,3,3.527541160583496
2,1.0,0.0,0.9847910118154362,0.1111724700323594,3,3.434554100036621
3,1.0,0.0,0.9999660264136704,0.005247676415750284,3,2.9997076988220215
4,1.0,0.0,0.9992624764559308,0.024451739523139074,3,2.8270888328552246
5,1.0,0.0,0.9988790416580102,0.030146051352407565,3,3.3356993198394775
6,1.0,0.0,0.9993757537412706,0.022495502029485873,3,3.3222098350524902
7,1.0,0.0,0.9967448582984935,0.05138045526669396,3,3.348254442214966
8,1.0,0.0,0.9658892656971206,0.16675657142555206,3,3.0581541061401367
9,0.5,0.6666666666666666,0.5153836067542653,0.6552988973089621,3,3.2790122032165527
10,1.0,0.0,0.9495805816444692,0.2030186247155518,3,3.482422351837158
11,0.5,0.6666666666666666,0.6652879327496298,0.5366175711152218,3,3.104935646057129
12,1.0,0.0,0.9775258304547703,0.13522397144527545,3,3.3190739154815674
13,0.5,0.6666666666666666,0.9770660215242406,0.13660554915299683,3,3.80618953704834
14,1.0,0.0,0.9992579487717336,0.024526689005216824,3,3.639094591140747
15,0.5,0.6666666666666666,0.870735473705623,0.32728645467208484,3,3.567099094390869
16,1.0,0.0,0.9945846736560999,0.06628322330549408,3,3.9213218688964844
17,1.0,0.0,0.9972208089876651,0.04747390459474545,3,3.5119147300720215
18,1.0,0.0,0.998663934872605,0.03291222935142134,3,2.919949769973755
19,1.0,0.0,0.9971549468392267,0.04803340049417702,3,2.520082950592041
